,id_projeto,data_inicio,data_fim,descricao,descricao.1,ch_dedicada,sexo,ativo,id_pessoa,id_discente,curso,id_servidor,denominacao,unidade_lotacao
21225,5896,2019,31/12/2019,DOCENTE,COLABORADOR(A),42,M,True,196505,,,19098.0,Docente                       ,CEAR
21228,6263,2019,31/12/2019,DOCENTE,COLABORADOR(A),70,F,True,11843,,,14968.0,Docente                       ,CCTA
21235,6263,2019,31/12/2019,DOCENTE,COLABORADOR(A),50,F,True,12096,,,12099.0,Docente                       ,CCTA
21236,6263,2019,31/12/2019,DOCENTE,COLABORADOR(A),70,F,True,12805,,,15129.0,Docente                       ,CCTA
21237,6263,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),80,M,True,8334,,,8334.0,Docente                       ,CCTA
21238,6263,2019,31/12/2019,DOCENTE,COORDENADOR(A),400,M,True,5836,,,5836.0,Docente                       ,CCTA
21242,6174,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,135373,,,20295.0,Docente                       ,CE
21243,6174,2019,31/12/2019,DOCENTE,COLABORADOR(A),180,F,True,9805,,,9807.0,Docente                       ,CE
21244,6174,2019,31/12/2019,DOCENTE,COLABORADOR(A),180,F,True,9347,,,9348.0,Docente                       ,CE
21250,6112,2019,31/12/2019,DOCENTE,COLABORADOR(A),200,M,True,13223,,,15192.0,Docente                       ,CCTA
21253,6112,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,M,True,6250,,,15749.0,Docente                       ,CCTA
21262,5652,2019,31/12/2019,DOCENTE,COLABORADOR(A),238,F,True,10095,,,14629.0,Docente                       ,CCS
21263,5652,2019,31/12/2019,DOCENTE,COLABORADOR(A),238,F,True,11292,,,15328.0,Docente                       ,CCS
21264,5652,2019,31/12/2019,DOCENTE,COLABORADOR(A),238,F,True,9163,,,9164.0,Docente                       ,CCS
21265,5652,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,13724,,,13727.0,Docente                       ,CCS
21266,6133,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),100,F,True,13122,,,15170.0,Docente                       ,CCHLA
21276,6133,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),300,F,True,8510,,,8510.0,Docente                       ,CCHLA
21277,6133,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),100,F,True,14436,,,14439.0,Docente                       ,CCHLA
21278,6133,2019,31/12/2019,DOCENTE,COORDENADOR(A),500,F,True,11881,,,14978.0,Docente                       ,CCHLA
21279,5723,2019,31/12/2019,DOCENTE,COORDENADOR(A),400,F,True,175748,,,20485.0,Docente                       ,CCHLA
21285,6044,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,13122,,,15170.0,Docente                       ,CCHLA
21286,6044,2019,16/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),100,F,True,11881,,,14978.0,Docente                       ,CCHLA
21287,6044,2019,16/12/2019,DOCENTE,COLABORADOR(A),100,F,True,14436,,,14439.0,Docente                       ,CCHLA
21288,6044,2019,16/12/2019,DOCENTE,COLABORADOR(A),100,F,True,8510,,,8510.0,Docente                       ,CCHLA
21297,6169,2019,31/12/2019,DOCENTE,COLABORADOR(A),28,F,True,13862,,,13865.0,Docente                       ,CCAE
21298,6169,2019,31/12/2019,DOCENTE,COORDENADOR(A),138,F,True,13139,,,15175.0,Docente                       ,CE
21299,6169,2019,31/12/2019,DOCENTE,COLABORADOR(A),24,F,True,12789,,,20802.0,Docente                       ,CE
21302,6005,2019,31/12/2019,DOCENTE,COORDENADOR(A),560,F,True,12808,,,12811.0,Docente                       ,CE
21303,6005,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),580,F,True,461945,,,22195.0,Docente                       ,CE
21308,6005,2019,31/12/2019,DOCENTE,COLABORADOR(A),560,F,True,7407,,,15798.0,Docente                       ,CE
21310,5798,2019,31/12/2019,DOCENTE,CONSULTOR / TUTOR,80,F,True,13604,,,13607.0,Docente                       ,CT
21313,5798,2019,31/12/2019,DOCENTE,COORDENADOR(A),190,F,True,13675,,,13678.0,Docente                       ,CT
21314,5798,2019,31/12/2019,DOCENTE,CONSULTOR / TUTOR,90,F,True,11917,,,20719.0,Docente                       ,CT
21318,6295,2019,31/12/2019,DOCENTE,COORDENADOR(A),0,M,True,171218,,,19735.0,Docente                       ,CCJ
21320,6137,nan,,DOCENTE,INSTRUTOR / SUPERVISOR,30,M,True,12433,,,12436.0,Docente                       ,CE
21321,6137,2019,31/12/2019,DOCENTE,INSTRUTOR / SUPERVISOR,1,M,False,12433,,,12436.0,Docente                       ,CE
21332,5911,2019,31/12/2019,DOCENTE,COLABORADOR(A),140,M,True,15583,,,16898.0,Docente                       ,CCS
21333,5911,2019,31/12/2019,DOCENTE,COLABORADOR(A),140,M,True,13643,,,13646.0,Docente                       ,CCS
21335,5911,2019,31/12/2019,DOCENTE,COORDENADOR(A),480,F,True,9539,,,9541.0,Docente                       ,CCS
21348,5912,2019,31/12/2019,DOCENTE,COORDENADOR(A),480,M,True,13643,,,13646.0,Docente                       ,CCS
21349,5912,2019,31/12/2019,DOCENTE,COLABORADOR(A),140,F,True,9539,,,9541.0,Docente                       ,CCS
21350,5912,2019,31/12/2019,DOCENTE,COLABORADOR(A),140,F,True,9882,,,9884.0,Docente                       ,CCS
21351,5912,2019,31/12/2019,DOCENTE,COLABORADOR(A),140,M,True,15583,,,16898.0,Docente                       ,CCS
21352,5912,2019,31/12/2019,DOCENTE,COLABORADOR(A),140,M,True,15526,,,16835.0,Docente                       ,CCS
21354,6300,2019,31/12/2019,DOCENTE,COORDENADOR(A),0,M,True,12850,,,20249.0,Docente                       ,CCHSA
21355,5793,2019,31/12/2019,DOCENTE,COORDENADOR(A),560,F,True,9434,,,9435.0,Docente                       ,CCTA
21356,5793,2019,31/12/2019,DOCENTE,COLABORADOR(A),80,M,True,12044,,,12047.0,Docente                       ,CCTA
21364,5793,2019,31/12/2019,DOCENTE,COLABORADOR(A),80,M,False,8446,,,15840.0,Docente                       ,CCS
21368,5793,2019,31/12/2019,DOCENTE,MINISTRANTE,120,F,True,477997,,,22632.0,Docente                       ,CCTA
21369,5793,2019,31/12/2019,DOCENTE,COLABORADOR(A),120,F,True,179378,,,22231.0,Docente                       ,CCTA
21370,5793,2019,31/12/2019,DOCENTE,ASSESSOR,1,M,False,8446,,,15840.0,Docente                       ,CCS
21371,5793,2019,31/12/2019,DOCENTE,COLABORADOR(A),120,M,True,9886,,,9888.0,Docente                       ,CCTA
21372,6290,2019,31/12/2019,DOCENTE,COORDENADOR(A),0,F,True,13039,,,20288.0,Docente                       ,CCHLA
21373,6290,2019,31/12/2019,DOCENTE,COLABORADOR(A),1,F,True,11307,,,14849.0,Docente                       ,CCHLA
21374,6281,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,410948,,,21319.0,Docente                       ,CCHLA
21375,6208,2019,31/12/2019,DOCENTE,COORDENADOR(A),80,M,True,196803,,,19117.0,Docente                       ,CEAR
21378,6208,2019,31/12/2019,DOCENTE,COLABORADOR(A),80,M,True,12881,,,12884.0,Docente                       ,CEAR
21386,6008,2019,31/12/2019,DOCENTE,COORDENADOR(A),374,F,True,19214,,,18331.0,Docente                       ,CCSA
21388,5981,nan,,DOCENTE,ORIENTADOR,50,M,True,370140,,,20523.0,Docente                       ,CCJ
21390,5981,nan,,DOCENTE,COORDENADOR(A),140,F,True,14490,,,14493.0,Docente                       ,CCJ
21392,5981,nan,,DOCENTE,ORIENTADOR,70,M,True,451031,,,22164.0,Docente                       ,CCS
21394,5981,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),70,M,True,14484,,,14487.0,Docente                       ,CCJ
21396,5981,nan,,DOCENTE,INSTRUTOR / SUPERVISOR,40,F,True,11645,,,14924.0,Docente                       ,CCS
21412,6294,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,M,True,10432,,,10434.0,Docente                       ,CCS
21413,6294,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),800,F,True,8254,,,8254.0,Docente                       ,CCS
21414,6013,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,195828,,,19016.0,Docente                       ,CCHLA
21415,6013,2019,31/12/2019,DOCENTE,COLABORADOR(A),10,M,True,19489,,,18545.0,Docente                       ,CCSA
21422,6289,2019,31/12/2019,DOCENTE,COORDENADOR(A),109,M,True,219323,,,19538.0,Docente                       ,CCA
21424,6279,2019,31/12/2019,DOCENTE,COORDENADOR(A),90,M,True,213363,,,19454.0,Docente                       ,CCTA
21440,6004,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,M,True,14265,,,14268.0,Docente                       ,CCM
21442,6297,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,13809,,,13812.0,Docente                       ,CCA
21445,6297,2019,31/12/2019,DOCENTE,COLABORADOR(A),480,M,True,406472,,,21151.0,Docente                       ,CCA
21446,6297,2019,31/12/2019,DOCENTE,COLABORADOR(A),480,M,True,14360,,,14363.0,Docente                       ,CCA
21481,6275,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),412,F,True,340454,,,22738.0,Docente                       ,CCM
21482,6275,2019,31/12/2019,DOCENTE,COORDENADOR(A),412,M,True,14289,,,14292.0,Docente                       ,CCM
21498,6284,2019,18/12/2019,DOCENTE,ORIENTADOR,800,F,True,8036,,,8036.0,Docente                       ,CCTA
21500,6284,2019,18/12/2019,DOCENTE,COORDENADOR(A),800,F,True,407390,,,21235.0,Docente                       ,CCTA
21504,6284,2019,18/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,8036,,,8036.0,Docente                       ,CCTA
21510,6291,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,14654,,,15342.0,Docente                       ,CCM
21511,6270,2019,31/12/2019,DOCENTE,COORDENADOR(A),120,F,True,8283,,,8283.0,Docente                       ,CCHLA
21513,6270,2019,31/12/2019,DOCENTE,COLABORADOR(A),20,F,True,8097,,,8097.0,Docente                       ,CT
21514,6270,2019,31/12/2019,DOCENTE,COLABORADOR(A),20,F,True,11645,,,14924.0,Docente                       ,CCS
21515,6270,2019,31/12/2019,DOCENTE,COLABORADOR(A),20,F,True,9882,,,9884.0,Docente                       ,CCS
21520,6270,2019,31/12/2019,DOCENTE,COLABORADOR(A),20,F,True,11881,,,14978.0,Docente                       ,CCHLA
21521,6270,2019,31/12/2019,DOCENTE,COLABORADOR(A),20,F,True,2518,,,2518.0,Docente                       ,CE
21527,5994,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),48,F,True,10270,,,15266.0,Docente                       ,CCSA
21529,5994,2019,31/12/2019,DOCENTE,COORDENADOR(A),80,F,True,11658,,,15347.0,Docente                       ,CCTA
21530,6292,2019,31/12/2019,DOCENTE,COORDENADOR(A),100,M,True,13364,,,13367.0,Docente                       ,CCA
21532,6292,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),100,F,True,13916,,,13919.0,Docente                       ,CCA
21535,6292,2019,31/12/2019,DOCENTE,COLABORADOR(A),20,M,True,13933,,,13936.0,Docente                       ,CCA
21536,6292,2019,31/12/2019,DOCENTE,COLABORADOR(A),20,M,True,13778,,,15239.0,Docente                       ,CCA
21537,6292,2019,31/12/2019,DOCENTE,COLABORADOR(A),20,F,True,195727,,,18950.0,Docente                       ,CCA
21538,6229,2019,31/12/2019,DOCENTE,COORDENADOR(A),585,F,True,14611,,,15263.0,Docente                       ,CCS
21539,6229,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),460,F,True,7008,,,7008.0,Docente                       ,CCS
21542,6229,2019,31/12/2019,DOCENTE,COLABORADOR(A),295,F,True,112252,,,22070.0,Docente                       ,CCS
21543,6229,2019,31/12/2019,DOCENTE,COLABORADOR(A),290,F,True,378764,,,21853.0,Docente                       ,CCS
21544,6229,2019,31/12/2019,DOCENTE,COLABORADOR(A),1,F,False,7008,,,7008.0,Docente                       ,CCS
21545,6229,2019,31/12/2019,DOCENTE,COLABORADOR(A),1,F,False,112252,,,22070.0,Docente                       ,CCS
21546,6301,nan,,DOCENTE,COORDENADOR(A),20,M,True,19001,,,18103.0,Docente                       ,CCAE
21549,6301,nan,,DOCENTE,COLABORADOR(A),20,M,True,10765,,,10767.0,Docente                       ,CCAE
21550,6285,nan,,DOCENTE,COORDENADOR(A),800,F,True,12719,,,15113.0,Docente                       ,CCS
21551,6285,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),200,F,True,450209,,,22144.0,Docente                       ,CCS
21553,6245,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,4376,,,4376.0,Docente                       ,CCS
21554,6245,2019,31/12/2019,DOCENTE,COLABORADOR(A),540,M,True,9168,,,9169.0,Docente                       ,CCS
21555,6245,2019,31/12/2019,DOCENTE,COLABORADOR(A),460,F,True,13079,,,19104.0,Docente                       ,CCS
21556,6245,2019,31/12/2019,DOCENTE,COLABORADOR(A),540,F,True,44770,,,19615.0,Docente                       ,CCS
21558,6245,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),780,F,True,9163,,,9164.0,Docente                       ,CCS
21561,6245,2019,31/12/2019,DOCENTE,COLABORADOR(A),300,F,True,11266,,,15324.0,Docente                       ,CCS
21571,6154,2019,31/12/2019,DOCENTE,COORDENADOR(A),400,F,True,183108,,,18817.0,Docente                       ,CT
21574,6256,2019,20/12/2019,DOCENTE,COORDENADOR(A),64,M,True,14489,,,14492.0,Docente                       ,CCSA
21575,6256,2019,20/12/2019,DOCENTE,COLABORADOR(A),64,F,True,13254,,,15195.0,Docente                       ,CCJ
21576,6256,2019,20/12/2019,DOCENTE,COLABORADOR(A),64,F,True,12829,,,15131.0,Docente                       ,CCHLA
21577,6256,2019,20/12/2019,DOCENTE,COLABORADOR(A),64,M,True,12742,,,12745.0,Docente                       ,CCAE
21579,6273,2019,31/12/2019,DOCENTE,COLABORADOR(A),30,M,True,253669,,,19607.0,Docente                       ,CI
21580,6273,2019,31/12/2019,DOCENTE,COLABORADOR(A),30,F,True,28307,,,19450.0,Docente                       ,CI
21581,6273,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),60,F,True,19169,,,18286.0,Docente                       ,CI
21582,6273,2019,31/12/2019,DOCENTE,COLABORADOR(A),30,M,True,12646,,,20209.0,Docente                       ,CI
21583,6273,2019,31/12/2019,DOCENTE,COLABORADOR(A),30,M,True,2830,,,2830.0,Docente                       ,CEAR
21584,6273,2019,31/12/2019,DOCENTE,COORDENADOR(A),60,M,True,27303,,,19087.0,Docente                       ,CI
21585,6273,2019,31/12/2019,DOCENTE,COLABORADOR(A),30,M,True,393259,,,21307.0,Docente                       ,CI
21589,6246,nan,,DOCENTE,CONSULTOR / TUTOR,300,M,True,5277,,,5277.0,Docente                       ,CCA
21592,6246,nan,,DOCENTE,COLABORADOR(A),430,M,True,11937,,,11940.0,Docente                       ,CCA
21593,6246,nan,,DOCENTE,COORDENADOR(A),800,M,True,13450,,,13453.0,Docente                       ,CCA
21594,6246,2019,31/12/2019,DOCENTE,COLABORADOR(A),1,M,False,5277,,,5277.0,Docente                       ,CCA
21595,6246,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,M,False,11937,,,11940.0,Docente                       ,CCA
21599,6299,2019,16/12/2019,DOCENTE,COORDENADOR(A),0,F,True,13143,,,15176.0,Docente                       ,CE
21600,6299,2019,16/12/2019,DOCENTE,COLABORADOR(A),1,F,True,9059,,,9060.0,Docente                       ,CCHLA
21602,6299,2019,16/12/2019,DOCENTE,COLABORADOR(A),1,F,False,9059,,,9060.0,Docente                       ,CCHLA
21603,6299,2019,16/12/2019,DOCENTE,COLABORADOR(A),1,F,False,9059,,,9060.0,Docente                       ,CCHLA
21604,6299,2019,16/12/2019,DOCENTE,COLABORADOR(A),1,F,False,9059,,,9060.0,Docente                       ,CCHLA
21605,6299,2019,16/12/2019,DOCENTE,COLABORADOR(A),1,F,False,9059,,,9060.0,Docente                       ,CCHLA
21608,6304,2019,31/12/2019,DOCENTE,COORDENADOR(A),0,F,True,19882,,,22577.0,Docente                       ,CCS
21613,5939,2019,31/12/2019,DOCENTE,COLABORADOR(A),50,F,True,260340,,,19711.0,Docente                       ,CCAE
21614,5939,2019,31/12/2019,DOCENTE,COLABORADOR(A),50,M,True,13876,,,13879.0,Docente                       ,CCJ
21615,5939,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),367,F,True,19208,,,18325.0,Docente                       ,CCJ
21616,5939,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,F,True,405228,,,21054.0,Docente                       ,CCJ
21618,6303,2019,31/12/2019,DOCENTE,COORDENADOR(A),0,M,True,11845,,,11848.0,Docente                       ,CCHLA
21620,6268,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),20,F,True,117377,,,19616.0,Docente                       ,CCHLA
21621,6268,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),8,F,True,369820,,,21741.0,Docente                       ,CCHLA
21622,6268,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),32,F,True,13751,,,13754.0,Docente                       ,CT
21623,6268,2019,31/12/2019,DOCENTE,COORDENADOR(A),48,F,True,13985,,,13988.0,Docente                       ,CT
21633,2573,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,F,True,19467,,,19502.0,Docente                       ,CCS
21634,2573,2018,31/12/2018,DOCENTE,COLABORADOR(A),80,M,True,11197,,,11199.0,Docente                       ,CCS
21635,2573,2018,31/12/2018,DOCENTE,COLABORADOR(A),80,F,True,11435,,,11438.0,Docente                       ,CCS
21644,6089,2019,31/12/2019,DOCENTE,COORDENADOR(A),330,M,True,10406,,,10408.0,Docente                       ,CE
21657,6089,2019,31/12/2019,DOCENTE,COLABORADOR(A),103,F,True,13013,,,13016.0,Docente                       ,CCTA
21659,6089,2019,31/12/2019,DOCENTE,COLABORADOR(A),8,M,True,8446,,,15840.0,Docente                       ,CCS
21664,6296,2019,31/12/2019,DOCENTE,COORDENADOR(A),800,M,True,13178,,,15381.0,Docente                       ,CCHSA
21668,2721,2018,31/12/2018,DOCENTE,ORIENTADOR,160,F,True,10416,,,10418.0,Docente                       ,CCTA
21683,2721,2018,31/12/2018,DOCENTE,ORIENTADOR,120,F,True,10469,,,10471.0,Docente                       ,CCTA
21684,2721,2018,31/12/2018,DOCENTE,ORIENTADOR,120,M,True,5836,,,5836.0,Docente                       ,CCTA
21685,2721,2018,31/12/2018,DOCENTE,ORIENTADOR,224,F,True,11843,,,14968.0,Docente                       ,CCTA
21686,2721,2018,31/12/2018,DOCENTE,COORDENADOR(A),800,M,True,8334,,,8334.0,Docente                       ,CCTA
21687,2721,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),226,F,True,12096,,,12099.0,Docente                       ,CCTA
21698,2702,2018,09/01/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,M,True,8078,,,8078.0,Docente                       ,CCM
21700,2702,2018,09/01/2019,DOCENTE,COORDENADOR(A),800,M,True,14265,,,14268.0,Docente                       ,CCM
21701,2530,2018,31/12/2018,DOCENTE,COORDENADOR(A),520,F,True,11307,,,14849.0,Docente                       ,CCHLA
21703,2530,2018,31/12/2018,DOCENTE,COLABORADOR(A),30,F,True,13039,,,20288.0,Docente                       ,CCHLA
21706,2530,2018,31/12/2018,DOCENTE,COLABORADOR(A),30,F,True,12316,,,15370.0,Docente                       ,CCHLA
21717,2530,2018,31/12/2018,DOCENTE,COLABORADOR(A),80,F,True,14344,,,22171.0,Docente                       ,CCAE
21718,2530,2018,31/12/2018,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,F,True,12944,,,12947.0,Docente                       ,CCHLA
21720,6064,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),100,F,False,13085,,,15165.0,Docente                       ,CCTA
21722,6064,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),1,F,False,13272,,,13275.0,Docente                       ,CCTA
21723,6064,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),100,F,True,8036,,,8036.0,Docente                       ,CCTA
21726,6064,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),480,F,True,179378,,,22231.0,Docente                       ,CCTA
21727,6064,2019,31/12/2019,DOCENTE,COORDENADOR(A),480,M,True,40458,,,19162.0,Docente                       ,CCTA
21728,5907,2019,31/12/2019,DOCENTE,COLABORADOR(A),180,F,True,13448,,,18119.0,Docente                       ,CCAE
21732,5907,2019,31/12/2019,DOCENTE,COLABORADOR(A),180,F,True,12829,,,15131.0,Docente                       ,CCHLA
21733,5907,2019,31/12/2019,DOCENTE,COLABORADOR(A),180,F,True,253686,,,19622.0,Docente                       ,CCTA
21734,5907,2019,31/12/2019,DOCENTE,COLABORADOR(A),200,F,True,19208,,,18325.0,Docente                       ,CCJ
21735,5907,2019,31/12/2019,DOCENTE,COORDENADOR(A) ADJUNTO(A),400,F,True,170593,,,19183.0,Docente                       ,CCTA
21737,6302,nan,,DOCENTE,COLABORADOR(A),400,M,True,19220,,,18337.0,Docente                       ,CCA
21738,6302,nan,,DOCENTE,COLABORADOR(A),400,F,True,12935,,,19493.0,Docente                       ,CCA
21739,6302,nan,,DOCENTE,COORDENADOR(A) ADJUNTO(A),800,M,True,451028,,,22158.0,Docente                       ,CCA
21740,6302,nan,,DOCENTE,COORDENADOR(A),800,M,True,167599,,,18569.0,Docente                       ,CCA
